Image_No,age,gender,race,emotion,center_dist,space
39,31,"{'male': 8.948465790581395e-06, 'female': 99.99998807907104}","{'asian': 0.08040902903303504, 'indian': 0.2965285209938884, 'black': 0.0016332423911080696, 'white': 63.424575328826904, 'middle eastern': 19.559738039970398, 'latino hispanic': 16.6371151804924}","{'angry': 0.28521406929939985, 'disgust': 9.118447330536128e-07, 'fear': 6.785450875759125, 'happy': 12.173174321651459, 'sad': 0.27315502520650625, 'surprise': 16.471785306930542, 'neutral': 64.01122212409973}",,
40,30,female,indian,neutral,120.59850745345068,68.80731582641602
40,30,"{'male': 0.11505137663334608, 'female': 99.88495111465454}","{'asian': 0.013357312127482146, 'indian': 94.23586130142212, 'black': 0.015199797053355724, 'white': 0.08055713260546327, 'middle eastern': 0.12859684647992253, 'latino hispanic': 5.526426434516907}","{'angry': 0.0036018060200149193, 'disgust': 9.818406972053693e-13, 'fear': 0.36570995580404997, 'happy': 0.0037715082726208493, 'sad': 2.5595640763640404, 'surprise': 0.0012980171959497966, 'neutral': 97.06605672836304}",,
41,33,female,indian,neutral,58.249463516842795,44.12384033203125
41,33,"{'male': 0.0008322457688336726, 'female': 99.99916553497314}","{'asian': 0.004325659180697403, 'indian': 98.33074788221691, 'black': 0.008239450362417517, 'white': 0.003572160920348575, 'middle eastern': 0.0067641304545651175, 'latino hispanic': 1.6463523830595472}","{'angry': 0.006682641105726361, 'disgust': 5.646147993587647e-08, 'fear': 1.110297068953514, 'happy': 0.0812148442491889, 'sad': 3.251957893371582, 'surprise': 0.40409606881439686, 'neutral': 95.14575004577637}",,
42,31,female,middle eastern,neutral,2.23606797749979,97.27058410644531
42,31,"{'male': 0.001637928289710544, 'female': 99.99836683273315}","{'asian': 0.1141994958743453, 'indian': 11.261508613824844, 'black': 0.12021127622574568, 'white': 17.90418028831482, 'middle eastern': 48.49398136138916, 'latino hispanic': 22.105924785137177}","{'angry': 0.003078785809027419, 'disgust': 7.97296009282679e-13, 'fear': 0.009833546492788987, 'happy': 0.0014891087674364241, 'sad': 0.4147329338958342, 'surprise': 1.3735852416734225e-05, 'neutral': 99.57084660877626}",,
43,29,male,asian,neutral,176.13914953808535,62.0875358581543
43,29,"{'male': 99.99746084213257, 'female': 0.002540052810218185}","{'asian': 51.37094855308533, 'indian': 23.702077567577362, 'black': 2.066214568912983, 'white': 0.6117631681263447, 'middle eastern': 0.17123803263530135, 'latino hispanic': 22.077758610248566}","{'angry': 0.01662045397097245, 'disgust': 4.3281638039197046e-11, 'fear': 0.4427744075655937, 'happy': 0.04068186390213668, 'sad': 0.5363605916500092, 'surprise': 0.03929207450710237, 'neutral': 98.92427325248718}",,
44,30,female,indian,neutral,50.08991914547277,74.80659484863281
44,30,"{'male': 3.709339466695383e-05, 'female': 99.99996423721313}","{'asian': 0.25698563549667597, 'indian': 50.980329513549805, 'black': 0.23408082779496908, 'white': 7.323594391345978, 'middle eastern': 17.98374354839325, 'latino hispanic': 23.221269249916077}","{'angry': 4.1086742439793846e-07, 'disgust': 2.603360238615562e-23, 'fear': 2.589566620245122e-09, 'happy': 2.995589552358148e-06, 'sad': 0.0001818967927269328, 'surprise': 4.351541123469255e-12, 'neutral': 99.99980926515946}",,
45,31,female,white,neutral,107.01868995647443,78.28559875488281
45,31,"{'male': 3.97073733893194e-06, 'female': 100.0}","{'asian': 0.09064734331332147, 'indian': 2.089259959757328, 'black': 0.03969924582634121, 'white': 42.30969548225403, 'middle eastern': 33.62378478050232, 'latino hispanic': 21.846915781497955}","{'angry': 0.0035892007872462273, 'disgust': 4.238892657021376e-10, 'fear': 0.21655363962054253, 'happy': 0.0009694349500932731, 'sad': 0.3850755048915744, 'surprise': 0.0014614318388339598, 'neutral': 99.39234852790833}",,
46,42,male,indian,neutral,9.0,97.37529754638672
46,42,"{'male': 99.99076128005981, 'female': 0.009239222708856687}","{'asian': 0.2597310503520309, 'indian': 36.58274274078098, 'black': 0.14404149871569888, 'white': 6.478490653217953, 'middle eastern': 32.49243706554925, 'latino hispanic': 24.042551333600123}","{'angry': 0.005465322465170175, 'disgust': 7.673204553573874e-13, 'fear': 1.8936441747996469e-06, 'happy': 18.75169575214386, 'sad': 0.008565323514631018, 'surprise': 5.02660704171376e-06, 'neutral': 81.23427033424377}",,
47,29,female,asian,neutral,1.0,99.31697845458984
47,29,"{'male': 0.0656596152111888, 'female': 99.93433356285095}","{'asian': 97.95174623110935, 'indian': 0.22960865926937352, 'black': 0.0015535359092381817, 'white': 0.006403756524966252, 'middle eastern': 0.00020044792447778458, 'latino hispanic': 1.810480997207046}","{'angry': 0.006568963390694612, 'disgust': 2.119720193881553e-14, 'fear': 0.0004873380311784651, 'happy': 9.607848032519476e-05, 'sad': 0.1000780904712135, 'surprise': 3.142299496939804e-07, 'neutral': 99.89277123765774}",,
48,30,male,indian,neutral,4.47213595499958,82.69577026367188
48,30,"{'male': 99.98596906661987, 'female': 0.014024763368070126}","{'asian': 4.034316912293434, 'indian': 35.48062443733215, 'black': 6.741133332252502, 'white': 8.160489052534103, 'middle eastern': 10.148151963949203, 'latino hispanic': 35.43528616428375}","{'angry': 0.00523759335919749, 'disgust': 5.996466750880433e-12, 'fear': 0.00035077473512501456, 'happy': 0.018640721100382507, 'sad': 0.08824794786050916, 'surprise': 1.5587371393621652e-06, 'neutral': 99.88752007484436}",,
49,31,female,indian,neutral,38.91015291668744,81.53724670410156
49,31,"{'male': 0.04670991329476237, 'female': 99.953293800354}","{'asian': 0.8950546383857727, 'indian': 92.7265465259552, 'black': 0.27099286671727896, 'white': 0.028721330454573035, 'middle eastern': 0.01777361030690372, 'latino hispanic': 6.06091283261776}","{'angry': 0.005589206193690188, 'disgust': 8.653822616953396e-15, 'fear': 0.0576164573431015, 'happy': 6.25537288634348e-08, 'sad': 14.773936569690704, 'surprise': 3.1730343152958085e-05, 'neutral': 85.16282439231873}",,
50,31,female,white,neutral,96.50906693155831,56.77967071533203
50,31,"{'male': 1.4017142355442047, 'female': 98.59828352928162}","{'asian': 0.0072364095778951545, 'indian': 0.025948089115021476, 'black': 0.00011055177059926867, 'white': 88.09696961027203, 'middle eastern': 8.649860092989211, 'latino hispanic': 3.2198702973050057}","{'angry': 0.003095487045357004, 'disgust': 4.9513266731082695e-05, 'fear': 10.932041704654694, 'happy': 38.341861963272095, 'sad': 1.4882047660648823, 'surprise': 0.033792058820836246, 'neutral': 49.200958013534546}",,
51,27,male,indian,neutral,16.0,73.150634765625
