Image_No,age,gender,race,emotion,center_dist,space
43,31,"{'male': 99.99969005584717, 'female': 0.00030762994356337003}","{'asian': 0.18980607823244203, 'indian': 1.642444268908755, 'black': 0.11556060742203042, 'white': 36.89817410100544, 'middle eastern': 46.12831152250239, 'latino hispanic': 15.025705994707703}","{'angry': 2.016420247172047e-16, 'disgust': 2.0412621405839266e-25, 'fear': 7.572840931303669e-19, 'happy': 99.97949004173279, 'sad': 1.0153767221145931e-13, 'surprise': 4.6422210693564114e-10, 'neutral': 0.02050901821348816}",,
44,29,male,white,happy,12.041594578792294,46.497344970703125
44,29,"{'male': 99.99998807907104, 'female': 1.0644133396908728e-05}","{'asian': 0.04571869794744998, 'indian': 1.5098308213055134, 'black': 0.006104249769123271, 'white': 45.528629422187805, 'middle eastern': 35.416388511657715, 'latino hispanic': 17.49332845211029}","{'angry': 5.146464783739417e-12, 'disgust': 9.449936730667935e-24, 'fear': 2.5775339639890447e-12, 'happy': 100.0, 'sad': 2.0753240267461318e-14, 'surprise': 7.682418069754338e-10, 'neutral': 1.6791998902476735e-07}",,
45,37,male,white,fear,20.024984394500787,91.6473388671875
45,37,"{'male': 96.6132402420044, 'female': 3.3867601305246353}","{'asian': 37.353673577308655, 'indian': 0.04380907630547881, 'black': 0.03376025997567922, 'white': 60.90507507324219, 'middle eastern': 0.8583415299654007, 'latino hispanic': 0.805346667766571}","{'angry': 8.667935702533214e-06, 'disgust': 1.2625894704044158e-21, 'fear': 99.42176342010498, 'happy': 3.1273835077172407e-06, 'sad': 9.062050642190974e-16, 'surprise': 0.5782224237918854, 'neutral': 4.1645858853481266e-11}",,
46,28,male,black,happy,14.866068747318504,86.94305419921875
46,28,"{'male': 99.9995470046997, 'female': 0.0004562414233078016}","{'asian': 1.7658036202192307, 'indian': 20.615747570991516, 'black': 73.86493682861328, 'white': 0.4317847080528736, 'middle eastern': 0.27449633926153183, 'latino hispanic': 3.047230839729309}","{'angry': 0.06451818626374006, 'disgust': 1.1377094821796163e-06, 'fear': 0.004621827247319743, 'happy': 79.853755235672, 'sad': 8.983585983514786, 'surprise': 6.990830314634877e-06, 'neutral': 11.093515157699585}",,
47,38,male,white,neutral,41.97618372363071,75.85716247558594
47,38,"{'male': 81.703120470047, 'female': 18.29688549041748}","{'asian': 5.906358774738458, 'indian': 0.9379938057966464, 'black': 0.6730119826779386, 'white': 69.78676679292121, 'middle eastern': 8.079857161062103, 'latino hispanic': 14.616006360530095}","{'angry': 1.4078166996105814e-12, 'disgust': 4.529262490661021e-25, 'fear': 0.0012179210714909235, 'happy': 5.216656307002302e-08, 'sad': 0.00014609205170408013, 'surprise': 0.631534951197204, 'neutral': 99.36709996265769}",,
48,29,male,white,happy,31.953090617340916,72.40562438964844
48,29,"{'male': 99.99959468841553, 'female': 0.0004031293883599574}","{'asian': 0.006275362829910591, 'indian': 0.11947177117690444, 'black': 0.001483001688029617, 'white': 83.85568261146545, 'middle eastern': 13.241088390350342, 'latino hispanic': 2.7759984135627747}","{'angry': 5.853172896213928e-10, 'disgust': 2.258599012815864e-16, 'fear': 4.1874148248308114e-11, 'happy': 99.95149969765542, 'sad': 8.768133409037901e-07, 'surprise': 3.7038113674357595e-08, 'neutral': 0.04850155089897966}",,
49,32,male,white,happy,2.0,99.4140625
