Image_No,age,gender,race,center_dist,space
36,"{'0-2': 1.1905956220914504e-06, '3-9': 0.0026644058380043134, '10-19': 5.981004983186722, '20-29': 89.71807956695557, '30-39': 4.286621510982513, '40-49': 0.011620209988905117, '50-59': 1.1040278735663378e-05, '60-69': 9.656069277497181e-08, '70+': 3.318259556017722e-09}","{'male': 0.011037725198548287, 'female': 99.98896718025208}","{'white': 99.9833345413208, 'black': 4.11831422297837e-05, 'latino hispanic': 0.012612984573934227, 'asian': 0.00010948728004223085, 'indian': 3.0384666160898632e-05, 'middle eastern': 0.003868768544634804}",,
37,20-29,female,middle eastern,95.70788891204319,58.16459655761719
37,"{'0-2': 2.652774924172263e-05, '3-9': 0.011976603127550334, '10-19': 3.620152547955513, '20-29': 86.86179518699646, '30-39': 9.358412772417068, '40-49': 0.14677818398922682, '50-59': 0.0008373793207283597, '60-69': 1.9018719399355177e-05, '70+': 4.7172719064292323e-07}","{'male': 0.20415133330971003, 'female': 99.79585409164429}","{'white': 18.155664205551147, 'black': 0.054916535736992955, 'latino hispanic': 27.27750539779663, 'asian': 0.019883915956597775, 'indian': 6.605261564254761, 'middle eastern': 47.886767983436584}",,
38,20-29,female,white,100.84145972763385,52.477264404296875
38,"{'0-2': 8.290213848738404e-07, '3-9': 0.0014139351151243318, '10-19': 3.347870334982872, '20-29': 89.72674608230591, '30-39': 6.855534762144089, '40-49': 0.06826260359957814, '50-59': 0.0001675710223025817, '60-69': 2.4403549403473335e-06, '70+': 5.731665697616961e-08}","{'male': 0.00473043583042454, 'female': 99.99527335166931}","{'white': 85.0057065486908, 'black': 0.007010773697402328, 'latino hispanic': 5.675721168518066, 'asian': 0.02924839500337839, 'indian': 0.6410442292690277, 'middle eastern': 8.641266077756882}",,
39,40-49,male,white,123.0,50.390625
39,"{'0-2': 9.542332009004895e-05, '3-9': 4.402940874115302e-05, '10-19': 0.002412829053355381, '20-29': 0.5057182628661394, '30-39': 21.69942706823349, '40-49': 54.56453561782837, '50-59': 22.231368720531464, '60-69': 0.9709755890071392, '70+': 0.025409774389117956}","{'male': 99.99997019767761, 'female': 2.4710794832571992e-05}","{'white': 97.69038558006287, 'black': 0.003662308881757781, 'latino hispanic': 0.02814244362525642, 'asian': 0.0003981105692218989, 'indian': 0.00236099094763631, 'middle eastern': 2.275051549077034}",,
40,20-29,female,white,118.00423721205946,47.895050048828125
40,"{'0-2': 3.9185160005672515e-06, '3-9': 0.004676844400819391, '10-19': 3.867018222808838, '20-29': 82.47950077056885, '30-39': 13.363270461559296, '40-49': 0.28330760542303324, '50-59': 0.0021850781195098534, '60-69': 4.2889863038908516e-05, '70+': 1.2817313432833544e-06}","{'male': 0.005932333806413226, 'female': 99.99406933784485}","{'white': 79.79735732078552, 'black': 0.0009005296305986121, 'latino hispanic': 1.8957329913973808, 'asian': 0.010694253433030099, 'indian': 0.014888636360410601, 'middle eastern': 18.280436098575592}",,
41,20-29,male,white,174.73408368146153,29.172897338867188
41,"{'0-2': 1.6035207295317377e-05, '3-9': 0.002622163447085768, '10-19': 0.727143744006753, '20-29': 76.53605341911316, '30-39': 22.3083034157753, '40-49': 0.42442078702151775, '50-59': 0.0014271520740294363, '60-69': 1.1024737034404097e-05, '70+': 3.2187503773428716e-07}","{'male': 99.98111724853516, 'female': 0.018876386457122862}","{'white': 97.29717373847961, 'black': 0.004420219920575619, 'latino hispanic': 1.8736740574240685, 'asian': 0.0008362320841115434, 'indian': 0.09609379922039807, 'middle eastern': 0.727789755910635}",,
42,20-29,female,middle eastern,118.87808881370864,44.474029541015625
42,"{'0-2': 2.0601804706643634e-06, '3-9': 0.02755952882580459, '10-19': 17.202551662921906, '20-29': 80.57684302330017, '30-39': 2.1724555641412735, '40-49': 0.02056429802905768, '50-59': 2.4822892896736448e-05, '60-69': 3.692558703249915e-07, '70+': 1.292327495017176e-08}","{'male': 0.005876212162547745, 'female': 99.99412894248962}","{'white': 7.24940150976181, 'black': 7.31226123207307e-05, 'latino hispanic': 0.6109398789703846, 'asian': 0.005357257396099158, 'indian': 0.11394191533327103, 'middle eastern': 92.02028512954712}",,
43,40-49,male,white,101.96568050084304,40.06500244140625
43,"{'0-2': 0.0020108242097194307, '3-9': 0.0011727423043339513, '10-19': 0.02621788007672876, '20-29': 2.1594705060124397, '30-39': 27.96643078327179, '40-49': 52.56229639053345, '50-59': 16.458775103092194, '60-69': 0.8027613162994385, '70+': 0.020866784325335175}","{'male': 99.99985098838806, 'female': 0.00014668061112388386}","{'white': 97.57254719734192, 'black': 0.0015865385648794472, 'latino hispanic': 0.05135663668625057, 'asian': 0.0006492882675956935, 'indian': 0.00640237849438563, 'middle eastern': 2.367444895207882}",,
44,20-29,female,indian,116.36150566231085,31.26983642578125
44,"{'0-2': 3.182711907356861e-05, '3-9': 0.021645042579621077, '10-19': 11.312007904052734, '20-29': 78.00119519233704, '30-39': 10.439103841781616, '40-49': 0.22517191246151924, '50-59': 0.0008230850653490052, '60-69': 1.61133314691142e-05, '70+': 5.498419497484974e-07}","{'male': 1.5711354091763496, 'female': 98.42886328697205}","{'white': 0.6067667156457901, 'black': 3.545864298939705, 'latino hispanic': 32.241591811180115, 'asian': 1.4270845800638199, 'indian': 60.76388955116272, 'middle eastern': 1.4148020185530186}",,
45,30-39,male,white,113.95174417269794,46.874237060546875
45,"{'0-2': 7.748862458356598e-05, '3-9': 0.0004235731466906145, '10-19': 0.11128378100693226, '20-29': 29.719269275665283, '30-39': 55.3216278553009, '40-49': 14.050281047821045, '50-59': 0.7819152437150478, '60-69': 0.014775508316233754, '70+': 0.0003500467073536129}","{'male': 99.6853768825531, 'female': 0.31462034676223993}","{'white': 94.22167539596558, 'black': 0.12238192139193416, 'latino hispanic': 3.2773613929748535, 'asian': 0.020822878286708146, 'indian': 0.13889381662011147, 'middle eastern': 2.218857780098915}",,
46,30-39,male,white,161.78998732925348,32.8125
46,"{'0-2': 2.309168145586682e-06, '3-9': 1.9437591447513114e-05, '10-19': 0.03453245444688946, '20-29': 10.900048166513443, '30-39': 66.46937131881714, '40-49': 22.295542061328888, '50-59': 0.2996081253513694, '60-69': 0.0008743734724703245, '70+': 3.573659412836605e-06}","{'male': 99.9998927116394, 'female': 0.0001013926066661952}","{'white': 95.38267850875854, 'black': 0.00035230318644607905, 'latino hispanic': 3.2431021332740784, 'asian': 0.0013973563000035938, 'indian': 0.4247755743563175, 'middle eastern': 0.9476939216256142}",,
47,20-29,female,latino hispanic,86.00581375697809,47.61505126953125
