Image_No,age,gender,race,center_dist,space
35,"{'0-2': 1.9702650178032854e-06, '3-9': 0.001260998487850884, '10-19': 1.54632106423378, '20-29': 79.68031764030457, '30-39': 18.49990487098694, '40-49': 0.2716116141527891, '50-59': 0.0005727213192585623, '60-69': 5.682332115952704e-06, '70+': 1.1790312060000474e-07}","{'male': 0.0012335332030488644, 'female': 99.99876618385315}","{'white': 99.50491786003113, 'black': 3.724854593656346e-05, 'latino hispanic': 0.08155385730788112, 'asian': 0.0008863004950399045, 'indian': 0.00018188937929153326, 'middle eastern': 0.4124146420508623}",,
36,20-29,female,white,118.4229707446997,56.36568069458008
36,"{'0-2': 3.0488298108366507e-06, '3-9': 0.0010135588127013762, '10-19': 2.4292772635817528, '20-29': 76.49431228637695, '30-39': 20.953287184238434, '40-49': 0.12174263829365373, '50-59': 0.00036532442209136207, '60-69': 3.3448653624645885e-06, '70+': 6.151238962637251e-08}","{'male': 0.023563213471788913, 'female': 99.97643232345581}","{'white': 99.99158382415771, 'black': 2.9001105872339394e-05, 'latino hispanic': 0.002258141103084199, 'asian': 0.0005362359388527693, 'indian': 2.8013013775307627e-05, 'middle eastern': 0.00556876439077314}",,
37,20-29,female,middle eastern,27.85677655436824,85.26849746704102
37,"{'0-2': 3.5468417536321795e-06, '3-9': 0.05216044373810291, '10-19': 34.91181433200836, '20-29': 64.41724300384521, '30-39': 0.6178293842822313, '40-49': 0.0009442354894417804, '50-59': 9.91499682356789e-07, '60-69': 3.4297822915085874e-08, '70+': 1.0610232310803713e-09}","{'male': 0.2761741867288947, 'female': 99.7238278388977}","{'white': 8.806552737951279, 'black': 0.1025541452690959, 'latino hispanic': 13.749545812606812, 'asian': 0.11256024008616805, 'indian': 1.9730964675545692, 'middle eastern': 75.25569200515747}",,
38,30-39,female,white,67.68308503607086,61.9293212890625
38,"{'0-2': 2.293080996196295e-05, '3-9': 0.00035284485875308746, '10-19': 0.252924975939095, '20-29': 26.62729322910309, '30-39': 66.27674102783203, '40-49': 6.652358919382095, '50-59': 0.18595008878037333, '60-69': 0.004325595728005283, '70+': 3.6157544514026085e-05}","{'male': 0.04803626798093319, 'female': 99.95195865631104}","{'white': 99.54760670661926, 'black': 0.001115356008085655, 'latino hispanic': 0.25380789302289486, 'asian': 0.022581632947549224, 'indian': 0.00037955589959892677, 'middle eastern': 0.1745140994898975}",,
39,20-29,female,white,19.6468827043885,90.36502838134766
39,"{'0-2': 1.649698333494598e-06, '3-9': 0.001168377639260143, '10-19': 1.6889393329620361, '20-29': 83.17505717277527, '30-39': 14.960362017154694, '40-49': 0.17404742538928986, '50-59': 0.000420126616518246, '60-69': 5.628352894859745e-06, '70+': 6.363183868707267e-08}","{'male': 0.02545478055253625, 'female': 99.97454881668091}","{'white': 87.27946877479553, 'black': 0.0019270097254775465, 'latino hispanic': 1.9963394850492477, 'asian': 0.01172677002614364, 'indian': 0.052304030396044254, 'middle eastern': 10.6582410633564}",,
40,20-29,female,asian,80.049984384758,67.49725341796875
40,"{'0-2': 4.234746597830963e-06, '3-9': 0.014463353727478534, '10-19': 24.682964384555817, '20-29': 74.52881336212158, '30-39': 0.7717950735241175, '40-49': 0.0019580378648242913, '50-59': 1.2732936482962032e-06, '60-69': 3.627414479900892e-08, '70+': 4.987452291438377e-10}","{'male': 0.0008459004675387405, 'female': 99.99915957450867}","{'white': 0.6260550580918789, 'black': 0.0517317617777735, 'latino hispanic': 9.755772352218628, 'asian': 89.30315375328064, 'indian': 0.21230480633676052, 'middle eastern': 0.050981249660253525}",,
41,20-29,female,white,67.42403132415029,73.19183349609375
41,"{'0-2': 3.526867260461586e-05, '3-9': 0.03515990683808923, '10-19': 14.058449864387512, '20-29': 81.77878856658936, '30-39': 4.1100263595581055, '40-49': 0.017503452545497566, '50-59': 3.83977550200143e-05, '60-69': 9.217030694230743e-07, '70+': 2.599697124239242e-08}","{'male': 0.10264775482937694, 'female': 99.89734888076782}","{'white': 56.79261088371277, 'black': 0.06735569913871586, 'latino hispanic': 31.68655037879944, 'asian': 0.2815672429278493, 'indian': 0.14601380098611116, 'middle eastern': 11.025910824537277}",,
42,20-29,female,white,12.041594578792294,96.685791015625
42,"{'0-2': 8.208761670402964e-07, '3-9': 0.004227030512993224, '10-19': 10.153532028198242, '20-29': 88.66804242134094, '30-39': 1.173070538789034, '40-49': 0.001123884976550471, '50-59': 6.891157866562025e-07, '60-69': 9.125348393590471e-09, '70+': 8.469390553461631e-11}","{'male': 0.0006358049176924396, 'female': 99.9993622303009}","{'white': 82.71685242652893, 'black': 0.002665559441084042, 'latino hispanic': 10.423607379198074, 'asian': 0.11045048013329506, 'indian': 0.2884316258132458, 'middle eastern': 6.457993388175964}",,
43,10-19,female,latino hispanic,17.0,96.2890625
43,"{'0-2': 0.009409361518919468, '3-9': 2.8868895024061203, '10-19': 47.01516628265381, '20-29': 47.00972139835358, '30-39': 2.880478836596012, '40-49': 0.1794864423573017, '50-59': 0.009923249308485538, '60-69': 0.007538095815107226, '70+': 0.0013940704775450286}","{'male': 1.1264095082879066, 'female': 98.87359142303467}","{'white': 30.145910382270813, 'black': 0.2946001710370183, 'latino hispanic': 34.5854789018631, 'asian': 28.85183095932007, 'indian': 1.8956713378429413, 'middle eastern': 4.22651432454586}",,
44,20-29,female,white,34.92849839314596,88.2476806640625
44,"{'0-2': 6.898170923363978e-08, '3-9': 0.0002960151505249087, '10-19': 14.02120590209961, '20-29': 85.13416647911072, '30-39': 0.8430054411292076, '40-49': 0.0013319599929673132, '50-59': 9.095670883141338e-07, '60-69': 1.0881265333217982e-08, '70+': 1.8132248090149683e-10}","{'male': 3.455507755279541, 'female': 96.54449224472046}","{'white': 99.05261397361755, 'black': 0.0005431561930890894, 'latino hispanic': 0.40456862188875675, 'asian': 0.0005524030257220147, 'indian': 0.001724600042507518, 'middle eastern': 0.5399929825216532}",,
45,10-19,female,black,12.165525060596437,92.9952621459961
45,"{'0-2': 0.00013232748869995703, '3-9': 4.442375898361206, '10-19': 85.72966456413269, '20-29': 9.804514795541763, '30-39': 0.023290712852030993, '40-49': 1.999031695731901e-05, '50-59': 1.6367618371759818e-08, '60-69': 3.2626319181050523e-10, '70+': 1.3155367637254778e-11}","{'male': 0.036593081313185394, 'female': 99.96340274810791}","{'white': 0.00213668590731686, 'black': 93.60787272453308, 'latino hispanic': 0.20409333519637585, 'asian': 0.0009137902452494018, 'indian': 6.183752417564392, 'middle eastern': 0.0012307918950682506}",,
46,20-29,female,black,60.01666435249463,84.44929122924805
