Image_No,age,gender,race,center_dist,space
28,"{'0-2': 1.4758622102206687e-07, '3-9': 0.14474783092737198, '10-19': 53.6094605922699, '20-29': 46.17085158824921, '30-39': 0.07491265423595905, '40-49': 3.53473495806611e-05, '50-59': 9.376387166692979e-09, '60-69': 2.2480043000705496e-10, '70+': 3.523682471566307e-12}","{'male': 0.013722687435802072, 'female': 99.9862790107727}","{'white': 5.511374399065971, 'black': 0.014024747360963374, 'latino hispanic': 15.307363867759705, 'asian': 0.1078469562344253, 'indian': 55.87154030799866, 'middle eastern': 23.187854886054993}",,
29,20-29,female,indian,78.77182237323191,70.95479965209961
29,"{'0-2': 4.347721471731347e-06, '3-9': 0.29802904464304447, '10-19': 36.15142107009888, '20-29': 63.02226185798645, '30-39': 0.5271906033158302, '40-49': 0.0010840367394848727, '50-59': 9.683951418537617e-07, '60-69': 3.279639337883111e-08, '70+': 4.768826392803627e-10}","{'male': 0.003998536340077408, 'female': 99.99600052833557}","{'white': 0.005909269384574145, 'black': 0.0011366011676727794, 'latino hispanic': 0.19660545513033867, 'asian': 0.0010384337656432763, 'indian': 99.77353811264038, 'middle eastern': 0.021771180036012083}",,
30,20-29,male,indian,2.23606797749979,99.51229095458984
30,"{'0-2': 4.9737889185053064e-05, '3-9': 0.028792614466510713, '10-19': 1.593940146267414, '20-29': 81.74053430557251, '30-39': 16.560794413089752, '40-49': 0.07585054263472557, '50-59': 3.804378820859711e-05, '60-69': 5.84165027461836e-07, '70+': 8.451916944096638e-09}","{'male': 99.97737407684326, 'female': 0.022624833218287677}","{'white': 1.2218821793794632, 'black': 0.07675339002162218, 'latino hispanic': 8.8142029941082, 'asian': 0.004706180334324017, 'indian': 87.63201832771301, 'middle eastern': 2.250436693429947}",,
31,20-29,female,indian,17.0,90.2069091796875
31,"{'0-2': 1.0143613593527334e-05, '3-9': 0.0855988881085068, '10-19': 20.41410207748413, '20-29': 75.51871538162231, '30-39': 3.950674459338188, '40-49': 0.030835912912152708, '50-59': 6.879795364511665e-05, '60-69': 2.90925274981646e-06, '70+': 6.639230831773091e-08}","{'male': 0.03553061687853187, 'female': 99.96446967124939}","{'white': 0.27774383779615164, 'black': 0.02904163848143071, 'latino hispanic': 4.9904946237802505, 'asian': 0.01607127342140302, 'indian': 92.39392876625061, 'middle eastern': 2.2927235811948776}",,
32,10-19,female,asian,24.08318915758459,68.4347152709961
32,"{'0-2': 0.0003975382696808083, '3-9': 20.040445029735565, '10-19': 75.53767561912537, '20-29': 4.41250279545784, '30-39': 0.008958113903645426, '40-49': 2.13607364685231e-05, '50-59': 6.141041009044557e-08, '60-69': 1.170286922924646e-08, '70+': 6.246856330827111e-10}","{'male': 0.05359438364394009, 'female': 99.94640946388245}","{'white': 18.108472228050232, 'black': 0.002887630216719117, 'latino hispanic': 31.20018243789673, 'asian': 44.5285439491272, 'indian': 5.076500773429871, 'middle eastern': 1.0834100656211376}",,
33,20-29,female,asian,56.04462507680822,72.17483520507812
33,"{'0-2': 2.3171563157120545e-05, '3-9': 0.13245404697954655, '10-19': 30.070576071739197, '20-29': 69.33455467224121, '30-39': 0.4617511760443449, '40-49': 0.0006394433512468822, '50-59': 5.741298991779331e-07, '60-69': 2.9309468740912337e-08, '70+': 5.703286801161944e-10}","{'male': 0.00638711208011955, 'female': 99.99361038208008}","{'white': 0.6283365190029144, 'black': 0.0509889330714941, 'latino hispanic': 14.043526351451874, 'asian': 67.68662929534912, 'indian': 17.44193285703659, 'middle eastern': 0.1485886867158115}",,
34,10-19,female,indian,26.400757564888174,86.907958984375
34,"{'0-2': 6.207033553806696e-07, '3-9': 0.7362096570432186, '10-19': 75.50601363182068, '20-29': 23.713047802448273, '30-39': 0.04469911800697446, '40-49': 2.9342498919504578e-05, '50-59': 6.727513685023112e-09, '60-69': 1.6220135044126005e-10, '70+': 1.7622864363002304e-12}","{'male': 0.0007981461749295704, 'female': 99.99920129776001}","{'white': 0.010223445860901847, 'black': 0.006577203021151945, 'latino hispanic': 0.6527204997837543, 'asian': 0.000518403703608783, 'indian': 99.29531216621399, 'middle eastern': 0.03464762994553894}",,
35,20-29,female,indian,203.48218595248085,58.58345031738281
35,"{'0-2': 7.579371852362016e-09, '3-9': 0.0023781916752341203, '10-19': 15.84734171628952, '20-29': 83.95373225212097, '30-39': 0.19648256711661816, '40-49': 6.282265303525492e-05, '50-59': 1.1496887469819583e-08, '60-69': 1.318788394460979e-10, '70+': 9.703578950559164e-13}","{'male': 0.001960192275873851, 'female': 99.99803900718689}","{'white': 2.1260302513837814, 'black': 0.0025623885449022055, 'latino hispanic': 12.470405548810959, 'asian': 0.008636169513920322, 'indian': 59.40433144569397, 'middle eastern': 25.98804235458374}",,
36,20-29,female,indian,26.92582403567252,40.43426513671875
36,"{'0-2': 1.4628002809047302e-06, '3-9': 0.10860176989808679, '10-19': 20.626719295978546, '20-29': 78.05525064468384, '30-39': 1.207289658486843, '40-49': 0.002135782051482238, '50-59': 2.1405282879527476e-06, '60-69': 6.639871985569812e-08, '70+': 8.954320791787485e-10}","{'male': 0.003291848406661302, 'female': 99.9967098236084}","{'white': 0.467626191675663, 'black': 0.057671713875606656, 'latino hispanic': 9.602338820695877, 'asian': 0.026763114146888256, 'indian': 85.87440252304077, 'middle eastern': 3.971196338534355}",,
37,10-19,female,white,20.615528128088304,93.65615844726562
37,"{'0-2': 1.6782883971444562e-07, '3-9': 0.14350935816764832, '10-19': 71.6359794139862, '20-29': 28.20241153240204, '30-39': 0.01809004897950217, '40-49': 7.435759385998608e-06, '50-59': 3.721105715226436e-09, '60-69': 1.3968598413377498e-10, '70+': 3.999535416938406e-12}","{'male': 0.0008071751835814212, 'female': 99.99918937683105}","{'white': 79.32402491569519, 'black': 0.0017407597624696791, 'latino hispanic': 4.774626716971397, 'asian': 0.14790589921176434, 'indian': 2.382679283618927, 'middle eastern': 13.36902230978012}",,
38,20-29,male,asian,11.0,90.70758819580078
38,"{'0-2': 0.01039311828208156, '3-9': 1.4237049967050552, '10-19': 24.341776967048645, '20-29': 66.1924421787262, '30-39': 6.8813420832157135, '40-49': 1.0307257063686848, '50-59': 0.077008584048599, '60-69': 0.034832130768336356, '70+': 0.0077752163633704185}","{'male': 73.52452874183655, 'female': 26.475468277931213}","{'white': 4.471009969711304, 'black': 1.4922823756933212, 'latino hispanic': 24.699999392032623, 'asian': 65.43017029762268, 'indian': 2.1063772961497307, 'middle eastern': 1.8001606687903404}",,
39,20-29,female,white,130.0,74.07379150390625
39,"{'0-2': 2.038089341738214e-06, '3-9': 0.2417595125734806, '10-19': 42.26024150848389, '20-29': 57.3899507522583, '30-39': 0.10797827271744609, '40-49': 7.198260050245153e-05, '50-59': 3.931368008913694e-08, '60-69': 1.4247470390971184e-09, '70+': 4.451567966242548e-11}","{'male': 0.006759037933079526, 'female': 99.993234872818}","{'white': 57.872915267944336, 'black': 0.004677311881096102, 'latino hispanic': 11.71569973230362, 'asian': 0.018275706679560244, 'indian': 7.923460006713867, 'middle eastern': 22.46498018503189}",,
40,20-29,female,indian,120.59850745345068,68.80731582641602
40,"{'0-2': 2.5893712063407293e-06, '3-9': 0.19521440844982862, '10-19': 36.48076951503754, '20-29': 62.94808387756348, '30-39': 0.37530025001615286, '40-49': 0.0006330111773422686, '50-59': 5.806894964877074e-07, '60-69': 2.4508869933548283e-08, '70+': 3.920635083948243e-10}","{'male': 0.02009055024245754, 'female': 99.97990727424622}","{'white': 0.00839005660964176, 'black': 0.000684478118273546, 'latino hispanic': 0.12051743688061833, 'asian': 0.0009071735803445335, 'indian': 99.65554475784302, 'middle eastern': 0.2139550168067217}",,
41,20-29,female,indian,58.249463516842795,44.12384033203125
41,"{'0-2': 3.3713635616550164e-05, '3-9': 0.043940028990618885, '10-19': 3.1107423827052116, '20-29': 49.74094331264496, '30-39': 43.87383460998535, '40-49': 3.1246554106473923, '50-59': 0.101602787617594, '60-69': 0.004195281871943735, '70+': 5.288176225803909e-05}","{'male': 0.0007685968739679083, 'female': 99.9992311000824}","{'white': 0.0006284746177698253, 'black': 0.00010125985454578768, 'latino hispanic': 0.040792921208776534, 'asian': 0.0005205525212659268, 'indian': 99.95110034942627, 'middle eastern': 0.006856192339910194}",,
42,20-29,female,middle eastern,2.23606797749979,97.27058410644531
42,"{'0-2': 4.936389491616566e-09, '3-9': 0.0006965594820940169, '10-19': 8.037449419498444, '20-29': 91.6851282119751, '30-39': 0.276623317040503, '40-49': 0.00010479459433554439, '50-59': 2.3329138620908907e-08, '60-69': 2.0989809283028515e-10, '70+': 1.9138340136845913e-12}","{'male': 0.002611250602058135, 'female': 99.99738931655884}","{'white': 3.1680144369602203, 'black': 0.0007122541774151614, 'latino hispanic': 2.9777543619275093, 'asian': 0.007097363413777202, 'indian': 20.663852989673615, 'middle eastern': 73.18257093429565}",,
43,20-29,male,indian,176.13914953808535,62.0875358581543
43,"{'0-2': 0.0002726830871324637, '3-9': 0.231834570877254, '10-19': 28.677743673324585, '20-29': 67.54883527755737, '30-39': 3.488677367568016, '40-49': 0.052318553207442164, '50-59': 0.00030608216547989286, '60-69': 2.5719626250975125e-05, '70+': 1.3527857056772064e-06}","{'male': 99.62619543075562, 'female': 0.37381004076451063}","{'white': 0.08343028603121638, 'black': 0.3554669674485922, 'latino hispanic': 2.053266018629074, 'asian': 0.4697785712778568, 'indian': 96.9903826713562, 'middle eastern': 0.04767629725392908}",,
44,20-29,female,middle eastern,50.08991914547277,74.80659484863281
44,"{'0-2': 4.419337951144797e-08, '3-9': 0.004686002648668364, '10-19': 12.167929857969284, '20-29': 87.71333694458008, '30-39': 0.11401661904528737, '40-49': 3.396305316982762e-05, '50-59': 7.216758440842241e-09, '60-69': 1.2362340968616325e-10, '70+': 1.7727278114410341e-12}","{'male': 0.0013279348422656767, 'female': 99.99867081642151}","{'white': 33.56327414512634, 'black': 0.0025780707801459357, 'latino hispanic': 5.719764903187752, 'asian': 0.13859275495633483, 'indian': 13.686689734458923, 'middle eastern': 46.88909649848938}",,
45,20-29,female,middle eastern,107.01868995647443,78.28559875488281
